,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,others
66104,0.0,3.79,290,5.52,kamimura,494.0,83.45,0
62678,4.0,5.6,125,0.0,inam,495.0,88.8,0
116283,0.0,0.0,154,0.0,sakthivel,495.0,96.75,0
132546,0.0,0.0,151,0.0,tanwar,495.0,90.07,0
91336,0.0,22.14,280,0.0,modak,496.0,73.57,0
109738,0.0,1.92,834,0.0,rastogi,497.0,95.92,0
147779,1.97,22.04,304,1.97,yaqoob,498.0,67.11,0
86254,1.05,3.14,477,0.0,mazumder,498.0,90.99,0
61586,0.0,23.92,209,4.31,hul,499.0,67.46,0
45639,0.0,3.12,833,3.24,fukumoto,499.0,84.15,0
36722,0.0,0.0,283,2.47,dulal,500.0,89.4,0
99487,0.0,41.07,336,4.17,osada,501.0,50.0,0
67164,0.0,5.24,763,6.55,kawano,501.0,77.46,0
95557,0.0,8.3,229,3.93,nemoto,501.0,76.42,0
148257,0.0,6.13,212,0.0,yook,501.0,90.57,0
24106,0.0,5.73,157,0.0,choudary,501.0,88.54,0
95039,0.0,5.72,297,8.08,navales,501.0,79.12,0
148235,0.0,6.04,364,2.2,yoneda,502.0,78.02,0
126238,0.0,6.73,327,0.0,sondhi,502.0,87.77,0
50288,0.0,2.15,557,1.26,gohil,503.0,94.44000000000000,0
148288,0.0,18.07,321,21.5,yos,504.0,58.26,0
46729,0.0,4.98,201,0.0,ganguli,504.0,89.55,0
66642,0.0,2.5,200,0.0,karmakar,504.0,94.5,0
79607,0.0,0.0,129,0.0,lodha,504.0,95.35,0
94900,0.0,7.33,150,0.0,nasrin,505.0,90.0,0
108011,4.89,5.54,307,0.0,qadeer,505.0,84.04,0
432,2.46,22.37,447,2.46,abidi,505.0,68.23,0
33411,0.0,4.76,357,0.0,dholakia,505.0,89.36,0
124642,0.0,2.59,270,0.0,sivaraman,506.0,94.44,0
3875,0.0,11.07,280,3.57,aoyagi,507.0,75.71,0
107818,0.0,11.28,133,0.0,purisima,507.0,77.44,0
130575,0.0,5.91,389,2.06,sugai,507.0,80.46,0
123061,0.0,4.69,320,4.69,shiraki,508.0,84.69,0
71320,0.0,8.82,170,0.0,korah,508.0,88.24,0
66885,2.27,14.55,440,3.41,kassam,508.0,73.86,0
68490,0.0,3.05,262,1.91,kidwai,510.0,90.46,0
48678,4.86,23.78,185,0.0,ghaznavi,510.0,59.46,0
83296,17.62,3.11,193,0.0,mallya,510.0,76.17,0
29472,0.0,2.4,292,0.0,dalvi,510.0,94.86,0
132791,0.0,5.81,155,0.0,tasneem,511.0,92.9,0
133751,8.16,6.25,576,1.22,tewari,511.0,79.86,0
138247,0.0,5.88,221,6.79,urabe,511.0,71.49,0
70499,0.0,21.52,158,0.0,kode,512.0,72.78,0
23647,0.53,4.18,1125,0.71,chhabra,512.0,91.91,0
126421,0.0,33.94,498,0.0,sorn,512.0,61.04,0
143171,0.0,4.2,119,0.0,waqas,513.0,89.92,0
91933,8.29,6.86,350,4.86,monga,513.0,75.14,0
144842,0.66,2.89,1522,0.99,whang,513.0,93.17,0
138650,0.0,21.86,311,5.47,vaka,514.0,65.92,0
145532,0.0,5.56,180,0.0,wijesinghe,514.0,86.11,0
56169,0.0,5.15,136,0.0,hatano,514.0,84.56,0
67189,0.0,4.93,142,0.0,kayastha,514.0,90.85,0
148328,6.55,0.0,229,0.0,youm,515.0,88.65,0
24114,0.0,6.64,211,0.0,chouhan,515.0,91.0,0
127452,0.0,0.0,117,0.0,sreeram,517.0,95.73,0
134000,0.0,0.0,365,0.0,thiagarajan,517.0,94.79,0
137176,0.0,6.06,198,0.0,tufail,519.0,84.34,0
130444,2.1,3.29,334,0.0,subramani,519.0,91.62,0
60414,0.0,4.2,119,0.0,honjo,519.0,93.28,0
85844,3.07,17.62,261,2.3,mattu,520.0,74.71,0
94438,0.0,0.0,164,0.0,nagaraja,522.0,95.12,0
77597,0.0,10.57,227,10.57,leoncio,522.0,74.01,0
108625,0.0,6.8,147,14.29,radia,523.0,72.79,0
139937,0.0,0.0,362,0.0,varadarajan,523.0,96.96,0
67474,3.24,7.65,340,2.06,keh,524.0,85.29,0
135372,0.0,7.23,401,5.74,tominaga,524.0,77.31,0
130899,0.0,0.0,259,0.0,sunwoo,524.0,98.46,0
123084,0.0,0.0,110,0.0,shirodkar,525.0,87.27,0
123533,0.0,4.5,311,3.22,siao,525.0,89.07,0
85338,0.0,10.71,112,0.0,masroor,525.0,84.82,0
103964,0.0,0.0,293,0.0,phadke,526.0,97.27,0
91056,0.0,18.03,183,0.0,mitani,526.0,71.04,0
99729,0.0,21.62,111,9.91,ostrea,527.0,57.66,0
73577,0.0,1.06,853,0.0,kuriakose,527.0,96.83,0
29166,0.0,9.63,301,2.66,dadlani,527.0,85.38,0
5971,0.0,5.29,378,0.0,awasthi,527.0,92.06,0
46727,0.0,0.0,153,0.0,gangopadhyay,527.0,100.0,0
7460,0.0,5.96,235,0.0,banerji,528.0,85.53,0
133249,0.0,31.15,122,0.0,teli,528.0,67.21,0
11684,0.0,24.59,183,0.0,biala,529.0,67.76,0
142728,0.0,6.12,147,5.44,waki,529.0,82.31,0
134097,0.0,5.37,205,0.0,thio,529.0,89.27,0
134102,0.0,0.0,148,0.0,thirumalai,529.0,93.24,0
137019,1.58,4.73,825,0.85,tsan,529.0,89.7,0
68369,0.0,31.25,128,0.0,khela,529.0,64.84,0
116721,0.0,0.0,133,0.0,samarasinghe,530.0,87.97,0
40038,0.0,8.04,510,36.27,espanol,530.0,52.55,0
5010,0.0,8.33,132,0.0,asakawa,531.0,77.27,0
76337,5.66,5.03,159,6.92,lawas,531.0,75.47,0
132188,0.0,5.51,254,4.72,takemura,531.0,80.31,0
132284,23.4,20.06,329,3.34,talla,532.0,52.58,0
94838,0.0,16.79,405,1.23,narra,532.0,80.49,0
73590,0.0,12.9,186,8.06,kuriyama,532.0,73.66,0
98432,9.94,15.06,352,0.0,okuma,532.0,59.94,0
120976,0.0,4.91,346,6.94,segawa,532.0,77.75,0
67029,3.81,10.05,657,0.91,katta,532.0,84.02,0
37689,3.41,5.68,176,0.0,eban,532.0,86.93,0
34635,4.83,2.07,290,1.72,diwa,533.0,87.59,0
132178,0.0,10.77,130,0.0,takasugi,533.0,73.08,0
85743,0.0,4.75,316,6.65,matsuzaki,533.0,78.48,0
90967,0.0,42.54,134,0.0,mishina,534.0,51.49,0
34389,0.0,11.99,267,15.73,directo,534.0,59.18,0
33753,0.0,1.13,6168,1.43,diep,534.0,96.16,0
73676,0.0,6.25,160,9.38,kusaka,534.0,71.88,0
67038,0.0,5.26,114,0.0,katti,535.0,92.98,0
123527,0.0,7.37,217,0.0,sial,535.0,87.56,0
90857,0.0,23.28,189,3.17,mirani,536.0,64.02,0
97539,0.0,5.69,123,0.0,nyein,536.0,92.68,0
11608,3.49,9.59,344,0.0,bhan,536.0,74.42,0
62581,0.0,9.7,330,5.45,imada,536.0,72.42,0
23842,0.0,4.1,731,5.2,chinen,536.0,74.83,0
133828,0.0,0.0,267,0.0,thandi,536.0,92.13,0
28478,0.0,3.38,325,6.46,cuenco,538.0,85.54,0
17260,0.0,4.67,407,5.41,brillantes,538.0,82.8,0
60592,1.22,5.32,1147,1.31,hoque,538.0,87.97,0
91479,0.0,0.0,110,0.0,moghul,538.0,90.0,0
100102,0.0,3.98,804,0.87,oza,538.0,90.8,0
109960,0.0,2.09,526,0.0,ravindran,539.0,93.92,0
83787,0.0,0.0,113,0.0,mankad,539.0,94.69,0
6157,0.0,9.15,142,0.0,azmat,539.0,87.32,0
11632,0.0,3.7,135,0.0,bhati,539.0,94.81,0
124361,0.0,8.76,708,4.94,singson,539.0,77.97,0
84152,0.0,2.93,1193,3.02,marasigan,540.0,88.68,0
138063,15.25,13.48,282,0.0,umer,540.0,68.09,0
122948,0.0,5.37,205,5.37,shimamura,540.0,82.44,0
11671,0.0,4.03,248,0.0,bhuyan,541.0,89.11,0
98187,0.0,11.26,222,8.56,ogo,541.0,59.46,0
122945,0.0,5.12,1484,6.67,shimabukuro,541.0,74.33,0
4110,1.34,14.29,448,13.62,arcangel,541.0,58.71,0
82958,9.91,13.51,111,4.5,makita,544.0,66.67,0
113895,0.0,0.0,158,12.03,ropati,544.0,77.85,0
137071,0.0,6.73,297,2.36,tsuchida,544.0,82.15,0
90678,0.0,4.63,971,0.62,minhas,545.0,91.04,0
99773,0.0,5.92,355,2.82,otake,545.0,78.03,0
121878,0.0,25.0,148,0.0,sevak,545.0,70.95,0
30598,0.0,1.56,320,0.0,debnath,546.0,97.19,0
116116,0.0,26.43,140,0.0,sahibzada,546.0,53.57,0
82913,0.0,0.0,134,0.0,makam,546.0,94.03,0
65852,12.27,4.33,277,2.53,kaleem,547.0,76.53,0
68636,0.0,0.0,161,0.0,kikuta,547.0,93.17,0
148713,0.0,3.68,163,0.0,zahoor,547.0,95.09,0
115766,0.29,10.07,1708,11.01,sablan,547.0,60.66,0
81114,0.0,40.39,359,2.51,luh,547.0,53.2,0
141614,0.0,9.06,287,2.79,virata,548.0,72.47,0
68324,0.0,2.42,620,0.0,khandelwal,548.0,96.45,0
117922,0.0,3.49,229,3.93,savea,549.0,74.67,0
12577,0.0,8.26,533,0.0,bista,549.0,85.93,0
141776,0.0,16.13,186,0.0,vittal,549.0,82.8,0
148292,0.0,7.41,378,2.91,yoshihara,550.0,79.89,0
49427,2.05,0.0,341,0.0,gip,550.0,95.01,0
138596,0.0,1.81,331,0.0,vaghela,552.0,95.47,0
117752,0.0,22.78,439,1.37,sathe,552.0,72.67,0
137362,0.0,4.02,249,7.23,tupua,552.0,70.68,0
66353,0.0,4.72,127,0.0,kanuri,553.0,87.4,0
38562,0.0,3.13,192,0.0,ekanayake,554.0,93.23,0
71717,0.0,23.67,207,0.0,kotak,554.0,72.95,0
56000,0.0,7.08,113,0.0,hasebe,554.0,84.07,0
73696,0.0,6.02,133,0.0,kushwaha,555.0,90.23,0
9737,0.0,0.0,288,0.0,behera,555.0,99.65,0
60767,0.0,7.04,284,4.93,hosaka,556.0,69.37,0
67084,0.0,5.15,291,3.09,kaufusi,557.0,76.98,0
23402,0.0,40.58,138,0.0,cheh,557.0,55.8,0
88519,0.0,2.14,793,0.76,mehrotra,557.0,93.82,0
57497,0.0,17.86,112,8.04,helu,558.0,58.93,0
62681,0.0,3.41,352,0.0,inamdar,558.0,92.9,0
96322,0.0,15.91,132,0.0,nievera,558.0,71.97,0
100346,0.0,9.01,111,0.0,paea,558.0,80.18,0
137816,0.0,7.59,158,0.0,uchimura,558.0,76.58,0
66263,0.0,4.08,2424,4.25,kaneshiro,559.0,77.72,0
100027,0.0,36.29,124,0.0,owais,559.0,60.48,0
109467,0.0,3.29,152,0.0,ranganath,559.0,94.08,0
32403,0.0,3.97,151,0.0,deodhar,559.0,94.04,0
65743,0.0,7.29,329,3.34,kajiwara,560.0,75.99,0
148116,0.0,0.0,125,0.0,yeun,560.0,92.0,0
78193,0.0,0.0,440,0.0,lhamo,560.0,96.59,0
108405,1.09,6.24,1282,4.13,quon,561.0,81.36,0
75771,0.0,24.18,182,0.0,laskar,561.0,70.88,0
83437,0.0,5.35,187,0.0,manabe,561.0,79.14,0
133424,1.72,4.18,407,0.0,teoh,562.0,89.43,0
62570,0.0,4.57,197,2.54,ilog,563.0,90.86,0
60817,0.0,5.39,167,0.0,hosoda,565.0,77.84,0
71557,0.0,2.99,1505,0.6,koshy,565.0,94.22,0
30784,0.0,37.15,253,1.98,decora,566.0,55.34,0
118085,2.98,7.14,168,3.57,sayo,566.0,82.14,0
116154,12.0,5.6,125,0.0,saifullah,567.0,78.4,0
78887,0.0,0.0,136,0.0,lingala,568.0,97.06,0
18138,0.0,14.46,166,0.0,buencamino,568.0,83.13,0
98357,0.0,3.22,342,2.34,okawa,568.0,85.67,0
48712,0.0,1.83,928,0.0,ghimire,569.0,94.4,0
141694,0.0,0.0,129,0.0,vishwakarma,569.0,96.12,0
96753,0.0,6.52,138,18.84,nogami,569.0,66.67,0
98244,0.0,7.38,122,0.0,ohata,569.0,78.69,0
123023,0.0,5.3,151,0.0,shinozaki,570.0,86.09,0
53531,0.0,0.0,130,0.0,gunaratne,570.0,94.62,0
62504,0.0,12.05,166,6.63,ikuta,570.0,71.69,0
73579,0.0,3.51,427,1.87,kurien,570.0,90.16,0
132168,0.0,5.21,192,0.0,takamura,571.0,84.9,0
143106,0.0,0.0,112,0.0,wangchuk,572.0,96.43,0
100903,0.0,7.05,241,2.07,panesar,572.0,85.89,0
107746,6.38,14.89,141,3.55,puni,573.0,63.12,0
137865,0.0,4.23,189,2.65,ueki,573.0,85.19,0
719,0.0,6.43,140,0.0,adeel,573.0,91.43,0
61217,0.0,0.22,2681,0.97,htoo,573.0,96.72,0
148055,0.0,4.24,118,0.0,yeow,573.0,91.53,0
73786,0.0,6.38,235,0.0,kuwabara,574.0,79.57,0
66962,5.43,11.63,129,0.0,katari,574.0,79.07,0
109110,0.0,1.92,520,0.0,ramalingam,575.0,93.46,0
41498,0.0,0.0,124,0.0,fathima,575.0,95.16,0
65826,6.54,2.8,214,5.14,kalaw,576.0,78.5,0
141385,0.0,12.29,1050,16.38,villamor,576.0,63.71,0
42264,0.0,6.15,309,0.0,ferdous,576.0,90.29,0
58453,0.0,7.66,796,2.01,heu,577.0,81.78,0
104105,0.0,15.71,312,1.6,phin,577.0,78.85,0
137082,0.0,3.77,159,0.0,tsukada,578.0,83.65,0
56609,0.0,3.38,148,0.0,hazra,578.0,92.57,0
117582,0.6,2.04,834,0.0,sarker,578.0,91.85,0
137060,0.0,2.92,857,0.0,tsoi,578.0,92.42,0
110339,7.96,7.08,226,3.1,reddi,579.0,76.55,0
14062,0.0,11.98,701,1.57,bokhari,580.0,75.75,0
104178,0.0,0.0,588,0.0,piao,580.0,96.6,0
86837,23.55,4.25,259,0.0,mccovey,580.0,63.71,0
115682,1.75,9.61,1425,24.14,sabado,580.0,56.14,1
23473,0.49,3.25,2061,0.92,cherian,581.0,92.92,0
79370,0.0,4.42,226,0.0,liyanage,581.0,89.82,0
109752,0.0,6.78,118,6.78,ratana,581.0,77.12,0
17127,0.0,5.56,144,7.64,broncho,582.0,79.17,0
48633,9.84,19.2,427,0.0,ghafoor,583.0,64.64,0
112279,0.0,0.0,217,0.0,rijal,583.0,93.09,0
109003,0.0,1.46,891,0.0,rajagopalan,584.0,97.19,0
103209,0.0,3.42,292,12.33,perlas,584.0,76.71,0
133868,0.0,8.72,172,0.0,thay,584.0,83.14,0
104141,0.0,1.27,395,0.0,phou,584.0,95.7,0
100860,0.0,0.0,307,0.0,pancholi,585.0,98.37,0
100347,1.6,16.65,1940,0.0,paek,586.0,78.81,0
59192,0.0,5.54,307,4.23,hirakawa,586.0,78.5,0
33384,0.0,4.22,711,0.0,dhami,586.0,92.55,0
121560,12.46,8.3,289,0.0,seow,586.0,68.86,0
124344,0.0,4.13,1236,0.0,singhal,587.0,93.77,0
95140,12.5,10.65,216,0.0,nazeer,587.0,69.91,0
23866,0.0,20.61,655,21.37,chio,588.0,56.95,0
94439,0.0,2.55,980,0.0,nagarajan,588.0,95.51,0
22969,0.0,6.77,133,0.0,chandhok,588.0,84.96,0
59187,0.0,8.83,283,0.0,hirabayashi,588.0,75.97,0
92592,0.0,9.05,199,8.04,morinaga,588.0,70.85,0
94575,0.0,4.91,631,6.66,nakama,588.0,76.39,0
123093,0.0,5.69,580,6.21,shishido,589.0,78.79,0
115611,0.0,1.83,437,0.0,ryoo,589.0,97.25,0
63550,0.0,5.26,1293,0.7,jafri,590.0,89.87,0
104146,0.0,3.07,163,3.68,phua,591.0,88.34,0
63301,0.0,8.48,165,0.0,iwasa,591.0,76.97,0
148283,4.62,6.3,238,11.34,yoro,591.0,66.81,0
68370,0.0,1.3,385,2.08,khem,591.0,93.25,0
7474,0.0,9.8,204,0.0,bangash,592.0,84.8,0
75190,0.0,9.47,486,3.09,langi,593.0,73.46,0
24109,1.15,5.42,1567,1.79,choudhry,594.0,88.45,0
30103,0.0,2.67,187,0.0,datar,595.0,95.72,0
142223,0.0,3.16,1838,0.6,vora,595.0,93.14,0
132194,0.0,1.82,604,1.32,takhar,596.0,93.87,0
23246,0.0,5.47,274,0.0,chaudhury,596.0,89.42,0
82369,0.0,23.84,432,3.7,mafi,596.0,55.09,0
71810,0.0,4.79,167,0.0,kotwal,597.0,91.02,0
60341,0.0,11.97,234,0.0,homma,598.0,80.77,0
68357,0.0,4.24,165,0.0,khaw,598.0,91.52,0
132179,0.0,9.01,899,5.56,takata,600.0,75.08,0
132161,0.0,6.85,613,5.22,takaki,601.0,73.74,0
99243,6.18,25.84,178,0.0,ork,601.0,66.29,0
117546,0.0,0.0,221,0.0,sarfraz,602.0,95.48,0
147676,0.0,11.54,156,0.0,yanagawa,603.0,69.87,0
101374,0.0,3.64,165,0.0,parkash,603.0,93.33,0
46646,3.73,28.36,134,5.22,gamo,604.0,61.19,0
83046,0.0,15.45,246,0.0,malani,604.0,74.39,0
106863,0.0,7.08,113,0.0,premji,604.0,81.42,0
23225,0.0,10.84,166,0.0,chatterji,604.0,84.34,0
98849,0.0,9.51,368,3.26,omura,605.0,72.55,0
63210,1.45,13.58,346,0.0,ith,605.0,76.88,0
122082,0.0,7.41,135,0.0,shafqat,606.0,88.89,0
6617,0.0,5.18,502,1.2,bagga,607.0,91.03,0
18461,0.0,0.0,117,8.55,bundang,607.0,88.03,0
124791,5.24,15.72,229,6.11,skeets,608.0,71.62,0
133832,0.0,0.0,144,0.0,thangavelu,608.0,95.83,0
142434,0.0,0.0,128,0.0,vung,610.0,99.22,0
47843,0.0,0.0,302,0.0,geevarghese,610.0,95.7,0
61214,0.0,1.43,910,0.0,hsueh,610.0,95.38,0
74669,0.0,39.77,176,5.68,lalas,610.0,50.0,0
68385,0.0,1.13,708,1.41,khim,611.0,93.08,0
23267,0.0,2.47,243,9.05,chava,611.0,86.01,0
134771,0.0,3.74,294,2.04,tinio,611.0,92.52,0
63116,0.0,0.0,124,0.0,ishiyama,612.0,84.68,0
110527,3.7,39.32,351,3.7,rege,613.0,51.0,0
8577,4.18,22.01,359,2.79,basi,614.0,67.97,0
73733,0.0,4.71,170,7.06,kusunoki,615.0,74.71,0
8243,19.82,5.41,111,8.11,barrion,615.0,60.36,0
132106,0.0,15.23,302,0.0,tahara,616.0,73.51,0
127464,0.0,0.0,135,0.0,srivastav,616.0,96.3,0
130635,6.22,36.79,193,0.0,suka,617.0,53.89,0
83739,0.0,4.52,332,0.0,manickam,618.0,92.77,0
60631,0.0,7.1,155,0.0,horii,620.0,84.52,0
107716,0.0,8.74,309,7.77,pulu,620.0,73.14,0
29587,3.56,7.56,225,7.11,danao,621.0,78.67,0
122404,0.0,0.0,210,0.0,shastry,621.0,97.62,0
59194,18.75,10.16,128,0.0,hiralal,621.0,60.16,0
2387,0.0,20.41,627,0.8,alexie,622.0,74.64,0
93001,0.0,4.19,310,0.0,motwani,623.0,90.0,0
132187,0.0,6.47,1004,4.08,takemoto,624.0,76.2,0
148134,0.0,3.57,196,0.0,yih,624.0,88.78,0
6911,0.0,5.29,473,2.11,balagtas,624.0,88.37,0
33395,0.0,3.45,174,0.0,dharani,624.0,86.21,0
83378,0.0,8.9,236,13.98,malvar,625.0,68.22,0
122954,0.0,8.21,134,0.0,shimazaki,626.0,78.36,0
141178,0.0,32.88,1031,1.16,vien,626.0,63.92,0
138624,0.0,4.27,585,1.54,vaid,627.0,91.11,0
2434,0.0,2.51,1955,0.77,akhter,628.0,94.12,0
55595,0.51,11.97,2172,2.76,harjo,629.0,76.89,0
137091,0.0,8.59,419,6.68,tsutsui,629.0,76.37,0
23320,0.0,10.47,277,8.3,chaw,630.0,75.09,0
63118,0.0,5.88,204,3.43,ishizuka,630.0,82.84,0
71721,0.0,3.02,199,0.0,kotani,631.0,90.95,0
81357,0.08,1.12,14464,0.73,luong,631.0,96.67,0
132780,0.0,11.85,540,2.78,tashiro,631.0,76.85,0
148293,0.0,4.04,198,4.55,yoshii,631.0,85.35,0
45622,0.0,7.23,346,4.62,fujino,632.0,82.66,0
109128,0.0,3.05,164,0.0,ramaswami,632.0,92.68,0
141696,0.0,0.0,111,0.0,vishwanathan,632.0,99.1,0
98295,0.0,23.94,142,9.15,ohn,633.0,59.86,0
147654,0.0,8.2,305,0.0,yamaoka,634.0,80.66,0
94472,14.4,4.8,125,0.0,nago,635.0,62.4,0
148050,0.0,3.13,352,0.0,yeom,635.0,95.17,0
98027,0.0,10.36,444,0.0,oei,635.0,75.45,0
94898,0.0,0.0,145,0.0,nasreen,636.0,97.24,0
85736,0.0,3.32,361,4.99,matsuno,636.0,83.1,0
148240,0.0,0.0,161,0.0,yoneyama,637.0,88.2,0
53198,0.0,3.25,2216,20.31,guevarra,637.0,73.78,0
63759,0.0,0.0,118,0.0,janardhanan,637.0,97.46,0
1140,0.0,6.77,251,3.98,agno,637.0,85.66,0
94391,0.0,2.72,515,0.0,nadkarni,637.0,93.01,0
97297,0.0,4.72,233,2.15,nozawa,638.0,84.12,0
63290,0.0,5.79,121,0.0,iwami,638.0,85.12,0
135056,0.0,34.76,187,0.0,toch,639.0,61.5,0
66082,0.0,10.6,151,3.97,kameda,639.0,77.48,0
145274,0.0,1.75,859,0.81,widjaja,640.0,94.3,0
79738,0.0,4.55,220,0.0,loganathan,641.0,94.09,0
5862,0.0,6.67,120,21.67,avellana,641.0,60.0,1
50606,0.0,11.45,262,0.0,gondal,641.0,82.82,0
68097,0.0,0.0,247,0.0,kesavan,641.0,95.95,0
137087,0.0,10.17,177,0.0,tsunoda,642.0,80.23,0
109395,0.0,2.33,300,0.0,ranade,642.0,94.67,0
35040,0.0,1.79,781,0.0,dolma,643.0,96.29,0
107630,0.0,0.0,155,0.0,pujari,644.0,96.13,0
97296,0.0,5.25,381,1.31,nozaki,644.0,83.46,0
101313,0.0,16.35,263,3.8,parel,644.0,73.38,0
3980,18.05,18.54,205,0.0,aqeel,644.0,56.59,0
72974,0.0,6.32,190,6.84,kua,645.0,71.05,0
101243,0.0,3.38,355,0.0,parameswaran,645.0,95.49,0
125877,0.0,4.93,812,0.99,sodhi,645.0,90.64,0
94593,3.6,12.23,139,0.0,nakaya,646.0,70.5,0
117768,0.0,4.29,140,0.0,satoh,646.0,87.86,0
73868,0.0,5.0,220,2.27,kwee,646.0,86.82,0
23686,0.0,8.87,124,21.77,chian,646.0,66.94,0
110592,0.0,20.65,3734,1.18,reh,646.0,76.46,0
143484,0.0,8.0,125,5.6,watari,647.0,74.4,0
141963,0.0,3.05,1247,1.36,vohra,647.0,92.86,0
110559,0.0,11.63,129,4.65,reginaldo,647.0,78.29,0
62675,0.0,4.84,248,6.45,inada,648.0,79.44,0
5722,1.24,32.71,483,7.45,aure,649.0,51.760000000000000,0
68334,0.0,0.0,202,0.0,kharbanda,649.0,91.58,0
24113,0.0,7.14,154,0.0,chough,650.0,85.71,0
132160,0.0,5.02,438,1.6,takai,650.0,81.74,0
138037,0.0,3.73,1260,1.35,umali,650.0,90.71,0
62491,0.0,6.45,279,0.0,ikegami,651.0,84.59,0
66119,0.0,6.74,193,5.18,kamiyama,651.0,80.83,0
143400,24.46,5.76,139,11.51,wasi,651.0,56.12,0
28636,0.0,1.22,736,1.09,cung,651.0,95.38,0
66955,0.0,7.64,157,0.0,katagiri,651.0,79.62,0
94477,1.82,4.9,714,1.68,nagra,653.0,89.78,0
133780,0.59,7.82,6229,1.28,thach,654.0,87.7,0
110093,0.65,8.24,1080,33.52,razon,655.0,55.090000000000000,1
61811,0.0,0.0,262,0.0,huong,655.0,98.09,0
5432,0.0,8.75,240,0.0,athar,655.0,89.58,0
24130,0.0,3.79,369,0.0,chowdhary,655.0,93.22,0
93647,0.0,5.58,269,0.0,munawar,656.0,89.96,0
66102,0.0,14.71,204,0.0,kamikawa,657.0,74.02,0
122140,2.17,3.25,277,1.81,shakil,657.0,92.42,0
143481,0.0,9.46,148,0.0,watabe,657.0,70.27,0
101256,0.0,1.87,267,0.0,parashar,657.0,95.13,0
97504,0.0,0.0,179,0.0,nwe,658.0,98.88,0
114737,5.49,10.97,237,23.63,rubia,659.0,56.54,1
76386,0.0,2.73,293,4.1,laxa,659.0,88.4,0
73869,20.13,5.19,154,0.0,kwei,659.0,68.83,0
100121,0.0,4.23,142,3.52,ozeki,659.0,85.21,0
135128,0.0,7.84,153,3.27,togashi,662.0,84.97,0
34294,0.0,0.0,199,3.02,diokno,662.0,88.94,0
83784,0.0,0.0,233,0.0,manjunath,662.0,97.0,0
73891,0.0,12.43,177,0.0,kyan,662.0,83.05,0
140325,0.0,0.0,119,0.0,veerappan,663.0,99.16,0
66354,0.0,3.56,225,0.0,kanwal,663.0,91.11,0
73731,0.0,2.28,219,0.0,kusuma,663.0,92.69,0
54858,4.81,14.44,270,2.22,hamdani,663.0,70.0,0
81529,0.15,1.02,15702,0.67,luu,663.0,96.48,0
122123,1.04,2.09,1053,1.33,shaik,664.0,94.39,0
96787,0.0,6.11,180,3.89,nojima,664.0,74.44,0
94848,0.0,5.94,623,1.12,narula,665.0,88.28,0
81188,4.76,30.16,126,0.0,lukman,666.0,61.11,0
83754,0.0,0.0,147,0.0,manikandan,668.0,100.0,0
73388,0.0,0.0,121,0.0,kumaraswamy,669.0,95.04,0
147531,0.0,10.81,111,0.0,yabuki,669.0,78.38,0
11639,0.0,4.02,647,1.24,bhattacharyya,670.0,88.25,0
5021,6.75,5.52,163,0.0,asari,671.0,79.14,0
132264,0.0,28.32,113,0.0,talha,672.0,64.6,0
88452,1.35,1.95,2003,0.0,meh,673.0,93.76,0
71734,0.0,4.82,228,0.0,kotecha,674.0,91.67,0
147643,0.0,5.65,177,0.0,yamagishi,677.0,88.14,0
53953,0.0,3.61,166,0.0,gwon,677.0,92.17,0
45729,0.0,4.74,211,10.9,funakoshi,677.0,81.04,0
121176,0.0,7.85,191,0.0,sekine,677.0,87.43,0
8622,0.0,2.24,937,1.17,basnet,677.0,94.02,0
116232,0.0,5.07,276,0.0,saji,677.0,89.86,0
64225,0.0,5.56,126,0.0,jayawardena,678.0,89.68,0
82331,0.0,2.65,264,0.0,maekawa,679.0,94.7,0
93965,0.0,2.94,408,0.0,murugesan,680.0,94.85,0
11664,0.66,2.97,908,0.77,bhullar,681.0,93.17,0
147603,0.0,0.0,132,0.0,yajima,681.0,93.18,0
60632,0.0,2.97,236,0.0,horikawa,682.0,87.71,0
137056,0.0,6.12,147,0.0,tsien,682.0,85.03,0
117445,0.0,2.47,283,0.0,saqib,683.0,90.11,0
54426,3.0,9.0,200,0.0,hah,684.0,86.5,0
117682,0.0,42.92,233,2.15,sary,685.0,51.5,0
132544,0.0,0.0,332,0.0,tanveer,686.0,95.48,0
61218,0.0,2.21,271,0.0,htun,687.0,95.57,0
140571,0.0,1.64,856,0.0,venkataraman,687.0,96.38,0
143809,0.0,5.63,320,0.0,weerasinghe,687.0,88.75,0
69308,0.0,11.32,212,0.0,kitahara,688.0,78.3,0
91382,3.31,9.06,1269,0.47,mody,688.0,82.58,0
93448,0.0,6.33,158,0.0,mukundan,689.0,89.24,0
99882,0.0,3.8,552,2.54,ouch,689.0,91.49,0
104156,0.0,0.0,118,0.0,phyu,689.0,95.76,0
8482,0.0,26.6,188,0.0,barve,690.0,71.28,0
66777,0.0,6.21,177,2.82,kasahara,690.0,79.1,0
100995,0.0,2.92,719,0.0,pannu,691.0,94.44,0
142632,9.26,11.73,162,0.0,wahi,691.0,69.75,0
53511,0.0,0.0,257,0.0,gummadi,691.0,98.44,0
147556,0.0,26.98,278,9.35,yada,691.0,59.35,0
68942,4.79,12.85,397,3.27,kini,692.0,72.8,0
45864,0.0,7.75,426,3.52,furuta,692.0,77.46,0
