,PCTBLACK,PCTWHITE,COUNT,PCTHISPANIC,surname,frequency,PCTASIAN,others
62346,0.0,8.51,188,0.0,ichinose,693.0,63.83,0
73382,0.0,6.71,492,3.05,kumagai,693.0,79.88,0
98439,0.0,4.93,284,2.82,okura,693.0,80.63,0
71007,0.0,3.37,178,0.0,komori,693.0,92.7,0
62503,2.11,6.58,380,0.0,ikram,694.0,89.47,0
67608,0.0,2.41,374,0.0,kelkar,694.0,94.65,0
137069,0.0,7.88,165,0.0,tsuboi,695.0,84.24,0
22843,0.0,5.23,172,0.0,chakravarti,695.0,87.21,0
11611,0.0,3.66,164,0.0,bhandarkar,695.0,92.07,0
68335,0.0,11.5,661,0.0,khare,695.0,85.02,0
109469,0.0,0.0,441,0.0,rangarajan,696.0,97.96,0
138220,0.0,4.75,1305,1.07,uppal,696.0,91.03,0
133840,0.0,6.56,122,0.0,thap,696.0,86.07,0
116041,0.0,5.07,138,0.0,sagawa,698.0,86.23,0
82643,0.0,8.38,167,0.0,mahbub,698.0,88.62,0
94577,0.0,4.75,1770,6.1,nakamoto,699.0,73.22,0
48631,5.77,9.38,416,0.0,ghaffar,699.0,75.72,0
8132,0.0,8.03,772,0.0,barot,699.0,88.73,0
74450,33.33,0.0,132,0.0,lagat,699.0,53.79,0
66457,0.0,13.18,220,6.82,kapu,700.0,55.0,0
131785,0.0,2.62,2599,0.58,szeto,701.0,95.19,0
71920,9.43,7.55,212,4.25,kow,701.0,66.98,0
46189,0.0,2.79,287,0.0,gaikwad,701.0,95.12,0
111226,1.76,37.04,567,3.7,renville,701.0,50.800000000000000,0
11628,0.0,3.65,959,1.04,bhasin,701.0,92.08,0
123034,0.0,5.73,192,9.38,shiozaki,702.0,79.69,0
53536,0.0,0.0,174,0.0,gunawardena,703.0,91.38,0
113938,0.0,12.41,983,27.57,rosal,703.0,54.43,0
149574,0.0,3.79,211,0.0,zha,704.0,94.79,0
95986,6.78,0.0,118,0.0,nge,704.0,81.36,0
53623,0.0,2.29,436,0.0,gupte,705.0,93.58,0
45621,0.0,11.35,141,3.55,fujinami,706.0,78.01,0
11640,0.0,1.09,1284,0.0,bhattarai,707.0,96.11,0
68375,0.0,0.0,178,0.0,kheng,707.0,95.51,0
46247,0.0,3.36,2559,2.89,galang,708.0,88.43,0
41511,0.0,30.82,159,0.0,fatt,709.0,59.12,0
19294,0.0,0.0,176,0.0,buu,711.0,95.45,0
110325,0.0,4.97,322,4.35,redbird,711.0,86.34,0
60018,0.0,39.5,119,0.0,holla,712.0,55.46,0
147850,0.0,0.0,169,0.0,yasmeen,713.0,97.04,0
116287,0.0,17.22,180,6.11,sakurada,713.0,57.22,0
33393,19.01,7.41,526,6.08,dhanraj,714.0,56.270000000000000,0
95997,34.73,0.0,167,0.0,ngor,714.0,61.68,0
132164,0.0,12.03,158,0.0,takami,715.0,78.48,0
116110,0.0,4.72,318,0.0,sahay,715.0,91.51,0
77550,0.0,19.35,336,23.51,lente,718.0,53.27,0
132092,0.0,8.91,202,7.92,tago,722.0,59.41,0
66083,5.48,5.19,347,6.63,kamei,722.0,74.93,0
140013,0.0,1.15,607,0.0,varkey,724.0,95.55000000000000,0
91181,0.0,3.97,126,5.56,miyajima,724.0,83.33,0
109015,0.0,5.99,167,3.59,rajaratnam,725.0,82.04,0
77631,0.0,10.41,461,5.42,leota,726.0,70.93,0
91123,0.0,6.49,154,0.0,mitsuda,726.0,79.87,0
121327,0.0,16.28,129,10.85,selvan,726.0,64.34,0
116467,6.35,18.25,126,4.76,salima,727.0,51.59,0
62460,0.0,6.04,265,0.0,ihara,728.0,84.53,0
122096,0.0,0.0,124,0.0,shahabuddin,729.0,98.39,0
140269,0.0,12.91,1123,12.64,vea,730.0,61.26,0
132483,0.0,6.21,354,0.0,tanigawa,730.0,76.55,0
55326,23.36,6.54,214,4.21,hansraj,730.0,59.810000000000000,0
94146,0.0,3.64,165,0.0,muthiah,731.0,88.48,0
67168,0.0,7.96,113,0.0,kawase,731.0,84.96,0
93,7.87,3.93,356,27.81,aban,731.0,56.74,0
141284,0.0,0.0,208,0.0,vijayaraghavan,731.0,97.12,0
149610,0.0,7.76,116,0.0,ziauddin,732.0,88.79,0
122112,0.0,0.0,124,0.0,shahjahan,733.0,93.55,0
59201,1.49,4.26,469,1.28,hirani,734.0,90.62,0
109781,0.0,5.22,402,0.0,rathi,735.0,92.54,0
141279,0.0,2.74,475,0.0,vij,736.0,95.79,0
94444,0.0,11.51,139,0.0,nagase,736.0,80.58,0
55892,0.0,0.0,240,0.0,hartono,736.0,93.33,0
60639,0.0,7.43,767,5.22,horiuchi,737.0,77.84,0
118019,0.0,5.72,962,1.04,sawhney,738.0,88.15,0
117443,0.0,0.0,112,0.0,saputra,738.0,90.18,0
11591,0.0,0.0,130,0.0,bhaduri,739.0,83.08,0
68307,11.75,9.11,417,3.12,khaliq,740.0,66.19,0
122225,0.98,20.74,511,3.33,shamsi,741.0,69.47,0
64216,0.0,1.76,454,0.0,jayakumar,741.0,96.04,0
93819,0.0,8.02,212,0.0,muramatsu,741.0,81.13,0
64222,0.0,4.55,286,2.45,jayasinghe,742.0,84.62,0
109113,0.0,3.0,500,0.0,ramamurthy,742.0,94.8,0
22985,0.0,0.0,223,0.0,chandrashekar,744.0,98.21,0
92970,0.0,3.38,207,3.86,motoyama,744.0,83.57,0
122866,0.0,0.0,113,0.0,shibu,744.0,97.35,0
62488,0.0,7.35,136,12.5,ikari,744.0,74.26,0
144990,0.0,0.0,155,0.0,whiteface,744.0,94.19,1
42939,0.0,8.14,786,3.69,finau,744.0,80.03,0
147860,0.0,7.69,416,1.92,yasui,745.0,79.09,0
109965,0.0,0.0,322,0.0,ravishankar,747.0,96.89,0
20430,0.0,13.93,122,0.0,cang,749.0,79.51,0
45614,0.0,8.7,586,1.88,fujikawa,749.0,77.65,0
140553,0.0,6.52,138,6.52,veng,749.0,82.61,0
122760,0.0,2.63,456,1.32,shergill,750.0,89.47,0
142709,0.0,4.9,367,2.45,wakabayashi,751.0,85.29,0
59199,0.0,6.12,147,3.4,hiramatsu,753.0,87.76,0
92605,2.93,5.87,375,0.0,morishita,753.0,76.27,0
125784,0.0,0.0,117,0.0,sobhan,753.0,82.91,0
12524,0.0,4.35,230,0.0,bisht,754.0,93.04,0
110375,0.0,17.58,182,3.85,redeye,754.0,70.88,0
143374,1.81,4.02,497,0.0,waseem,755.0,92.35,0
132166,0.0,5.7,193,4.66,takamori,756.0,71.5,0
132189,0.0,5.34,412,3.4,takenaka,756.0,80.83,0
116247,0.0,5.34,131,0.0,sakakibara,757.0,88.55,0
75974,0.0,7.35,980,2.86,latu,758.0,82.35,0
149274,0.0,6.56,183,0.0,zehra,758.0,87.98,0
45618,0.0,6.3,349,0.0,fujimura,759.0,78.22,0
69309,0.0,6.22,225,0.0,kitajima,759.0,80.89,0
903,4.96,4.96,141,3.55,agana,759.0,80.14,0
97376,0.0,9.62,156,3.85,numata,761.0,72.44,0
94774,0.7,3.26,860,2.44,narang,762.0,91.28,0
58684,5.91,31.53,203,0.0,hien,763.0,60.59,0
130972,0.0,4.6,174,0.0,surendran,764.0,87.93,0
92161,0.0,6.5,200,7.0,montesa,764.0,78.5,0
91192,0.0,6.32,285,3.86,miyashita,766.0,79.65,0
73789,0.0,6.43,140,5.0,kuwata,767.0,75.0,0
56164,0.0,5.95,185,0.0,hatakeyama,768.0,83.78,0
6138,8.47,5.81,602,0.0,azeem,769.0,79.57,0
101246,0.0,25.98,204,3.92,paran,771.0,65.69,0
124362,0.0,0.0,112,0.0,sinh,771.0,92.86,0
296,13.41,9.15,164,0.0,abrar,772.0,75.61,0
124345,0.0,7.44,121,0.0,singhania,773.0,88.43,0
131048,0.0,2.34,342,1.75,susanto,774.0,92.98,0
148259,9.82,15.18,112,0.0,yoong,774.0,71.43,0
67151,0.0,6.2,129,0.0,kawabe,776.0,86.82,0
52982,0.0,30.41,171,7.02,gualberto,777.0,60.82,0
23241,0.0,1.85,1348,0.0,chaudhari,778.0,94.88,0
117541,0.0,27.61,163,0.0,sarfaraz,778.0,63.19,0
94151,0.0,0.0,167,0.0,muthukumar,779.0,98.8,0
130606,4.48,20.52,268,2.24,suhail,780.0,71.27,0
98355,0.0,7.81,512,3.13,okano,781.0,75.98,0
80346,0.0,13.1,145,0.0,lorn,781.0,82.07,0
72578,0.0,1.3,537,0.0,krishnaswamy,781.0,95.34,0
91126,0.0,25.0,120,9.17,mitta,782.0,62.5,0
92573,3.45,40.69,145,0.0,mony,783.0,51.72,0
94674,0.0,0.0,302,0.0,nandakumar,784.0,96.69,0
98908,0.0,7.7,623,1.61,onishi,784.0,80.58,0
82906,0.0,2.64,455,0.0,majumder,785.0,92.31,0
138196,0.0,2.49,642,0.0,upadhyaya,786.0,95.17,0
73435,1.2,5.67,582,0.0,kundu,786.0,91.07,0
109035,1.78,4.98,281,0.0,rajpal,788.0,90.75,0
74639,20.28,7.08,212,0.0,lakhan,789.0,58.49,0
103424,0.0,3.59,334,2.99,pervaiz,789.0,87.72,0
68333,0.0,4.88,164,0.0,khara,790.0,89.02,0
1422,0.0,4.03,149,0.0,aizawa,791.0,87.92,0
26827,0.19,4.31,5176,6.74,corpuz,792.0,80.7,0
148298,0.0,6.16,357,8.12,yoshinaga,793.0,74.51,0
147651,0.56,8.0,1063,3.1,yamane,794.0,74.41,0
88251,0.0,0.0,159,7.55,medalla,794.0,87.42,0
1284,0.0,3.95,177,0.0,ahir,794.0,94.92,0
96849,0.0,5.13,390,3.59,nonaka,797.0,82.31,0
33381,0.0,3.01,3187,1.19,dhaliwal,797.0,92.72,0
8777,6.45,21.51,279,6.09,batin,798.0,58.420000000000000,0
65873,0.0,9.46,560,0.0,kalia,798.0,85.53000000000000,0
73461,0.0,6.0,200,5.0,kuniyoshi,799.0,82.0,0
97845,0.0,3.61,166,3.01,ochiai,800.0,89.76,0
140076,1.99,7.17,251,7.17,vasan,800.0,78.88,0
94581,0.0,7.28,646,3.87,nakao,801.0,78.79,0
150257,0.0,5.26,761,31.67,zulueta,801.0,58.48,0
117367,0.0,2.24,447,2.01,santoso,802.0,90.16,0
148450,0.0,11.49,148,3.38,yukawa,803.0,76.35,0
93552,0.0,19.75,243,3.7,mullick,803.0,71.19,0
57904,0.0,44.33,282,0.0,herath,806.0,51.06,0
6463,1.39,30.75,361,1.94,badar,807.0,60.66,0
107840,0.94,2.25,1065,1.03,purohit,807.0,93.24,0
68330,0.0,0.0,408,0.0,khanom,808.0,96.57,0
91528,0.0,4.94,1052,0.0,mohiuddin,809.0,90.97,0
148440,0.0,0.0,273,0.0,yueh,809.0,94.87,0
62457,0.0,22.54,244,2.05,iguchi,809.0,59.84,0
130673,19.1,18.67,691,0.87,suleman,810.0,55.72,0
100956,0.0,6.56,122,0.0,panjabi,812.0,91.8,0
124484,0.0,10.14,217,2.76,sircar,813.0,77.88,0
84087,3.3,9.91,212,0.0,maqbool,814.0,82.08,0
96541,0.0,5.56,180,3.89,nishizawa,815.0,85.0,0
115900,5.23,27.45,153,3.27,sadia,815.0,62.09,0
43846,0.0,9.31,204,7.84,folau,815.0,74.51,0
38557,0.0,4.87,390,1.79,ejaz,816.0,88.72,0
86023,3.97,17.22,151,0.0,mavi,817.0,72.19,0
68619,17.65,8.4,476,5.46,kihara,817.0,59.03,0
148219,0.0,5.15,291,7.9,yokoi,818.0,72.51,0
66724,0.0,4.97,342,0.0,karri,819.0,93.57,0
121328,0.0,1.29,622,0.0,selvaraj,821.0,95.34,0
108780,1.26,4.18,478,1.67,rafique,821.0,89.12,0
46595,0.0,4.59,283,0.0,gambhir,822.0,89.05,0
122700,0.0,2.52,1152,0.0,shenoy,823.0,94.44,0
11669,0.0,4.42,113,0.0,bhutia,823.0,92.04,0
7985,5.06,24.89,237,0.0,barkat,823.0,62.45,0
64638,2.22,11.78,450,1.11,jilani,824.0,80.22,0
132064,0.0,5.49,364,3.85,tagawa,824.0,85.16,0
93439,0.0,3.85,182,0.0,mukherji,825.0,90.11,0
53397,0.0,2.66,301,0.0,gujral,825.0,91.03,0
9728,15.98,16.49,194,0.0,behari,825.0,59.28,0
67161,0.0,6.67,1379,2.68,kawamoto,825.0,78.54,0
101345,0.19,2.3,7506,0.36,parikh,826.0,94.94,0
147648,0.0,7.06,411,2.19,yamamura,826.0,80.54,0
115980,0.0,7.24,373,1.61,safdar,827.0,83.65,0
11596,5.71,4.44,315,0.0,bhagwat,827.0,86.98,0
116706,0.0,19.19,271,0.0,samal,827.0,78.97,0
22805,0.0,4.18,1578,1.46,chahal,827.0,91.63,0
80601,4.57,29.22,219,0.0,lov,829.0,61.19,0
98315,0.0,6.53,429,2.1,ohta,829.0,80.42,0
63686,6.67,21.67,240,5.83,jaleel,830.0,59.58,0
92614,0.0,6.45,248,9.27,moriwaki,830.0,71.37,0
3214,0.0,3.45,145,0.0,anandan,830.0,91.72,0
82793,0.0,44.76,391,1.79,maini,830.0,52.43,0
110598,3.23,24.05,341,0.0,rehan,831.0,64.81,0
74689,14.6,13.58,1568,3.7,lall,831.0,59.82,0
11657,0.0,0.0,142,0.0,bhosale,832.0,97.89,0
63328,0.0,0.0,142,4.93,izawa,832.0,87.32,0
117490,0.0,0.0,181,0.0,saraswat,833.0,94.48,0
68912,0.0,3.56,477,2.94,kingbird,833.0,87.63,0
53960,0.0,0.0,148,0.0,gyaltsen,834.0,95.27,0
94587,0.0,3.15,1142,6.48,nakasone,834.0,78.2,0
121467,2.66,2.66,263,0.0,seneviratne,834.0,88.97,0
116861,0.0,36.0,1386,1.8,samra,835.0,60.03,0
67163,0.0,14.2,162,3.7,kawana,835.0,69.75,0
66068,0.0,2.39,1299,0.54,kamath,835.0,93.84,0
73578,0.55,10.31,2163,0.97,kurian,836.0,86.64,0
95063,1.21,3.28,580,0.0,naveed,837.0,90.86,0
46668,0.0,1.96,460,0.0,ganapathy,837.0,95.43,0
127449,0.0,0.0,163,0.0,sreedharan,837.0,95.09,0
108402,0.0,2.89,623,3.21,quizon,837.0,88.76,0
122114,0.0,8.46,130,0.0,shahriar,838.0,80.77,0
120647,0.0,9.41,170,0.0,seah,838.0,80.59,0
116161,0.95,11.29,735,6.12,saiki,838.0,69.39,0
137052,0.0,3.04,790,0.0,tsering,840.0,94.43,0
39553,0.0,2.18,550,0.91,eom,841.0,96.0,0
54807,0.0,4.85,206,0.0,hamaguchi,841.0,88.83,0
108023,2.77,5.23,325,1.54,qayyum,841.0,87.69,0
22844,0.0,2.27,353,0.0,chakravarty,841.0,93.48,0
130592,0.0,8.02,424,1.18,sugihara,842.0,76.18,0
116451,0.0,7.02,114,0.0,salian,844.0,90.35,0
48639,1.09,4.14,459,3.49,ghai,844.0,88.46000000000000,0
65309,0.0,24.64,617,6.48,junio,845.0,64.83,0
98170,4.06,29.95,197,0.0,ogi,846.0,62.94,0
4947,0.0,0.0,124,0.0,arul,846.0,97.58,0
109255,3.89,4.54,463,0.0,ramkumar,847.0,88.77,0
43140,0.0,15.7,121,0.0,firoz,847.0,66.12,0
1148,0.0,3.2,250,3.6,agoncillo,848.0,90.4,0
28624,2.88,4.43,451,15.08,cun,849.0,76.27,0
22964,0.0,0.0,130,0.0,chandar,850.0,78.46,0
382,0.0,12.87,474,1.27,abedin,852.0,81.01,0
132175,0.0,3.88,206,16.99,takase,855.0,73.79,0
96027,0.0,16.1,236,0.0,niaz,855.0,69.49,0
142849,0.94,8.08,532,1.69,walia,856.0,85.15000000000000,0
29615,2.4,23.56,208,18.75,danda,856.0,54.81,0
29195,3.64,7.62,302,7.62,daga,856.0,77.15,0
148652,0.0,31.85,135,0.0,zafer,857.0,55.56,0
98392,0.0,7.24,290,2.76,okita,857.0,82.76,0
68415,0.0,0.0,196,0.0,khu,859.0,95.41,0
140577,0.0,2.04,442,0.0,venkatraman,861.0,95.93,0
29551,0.0,4.69,192,0.0,damodaran,861.0,92.19,0
137083,0.0,3.21,561,2.32,tsukamoto,862.0,87.52,0
63539,19.03,24.7,247,0.0,jaffar,862.0,50.61,0
99810,0.0,6.47,139,3.6,otsu,863.0,84.89,0
71512,0.0,5.75,365,3.56,kosaka,863.0,84.11,0
100245,0.0,2.55,471,2.12,pacis,863.0,92.14,0
130765,0.0,7.57,846,3.31,sumida,866.0,77.19,0
123341,0.0,2.9,863,0.0,shrivastava,867.0,93.97,0
117462,0.0,34.77,558,1.79,saraf,868.0,61.29,0
39475,0.0,5.23,555,3.24,enomoto,869.0,73.51,0
62400,0.0,5.78,173,0.0,iem,870.0,86.71,0
78459,2.37,20.64,717,0.0,liem,871.0,69.74,0
59360,0.0,1.37,364,0.0,hlaing,873.0,95.6,0
136465,1.46,40.23,343,3.21,tria,874.0,53.35,0
86253,0.0,6.03,315,0.0,mazumdar,874.0,84.76,0
61962,0.72,16.56,966,0.0,hussaini,874.0,68.94,0
72572,0.0,1.06,752,0.8,krishnamoorthy,875.0,97.47,0
53542,4.71,5.88,340,0.0,gunda,875.0,87.35,0
94434,0.0,9.43,541,3.88,nagao,875.0,79.67,0
99902,0.0,1.58,885,1.36,oum,875.0,93.9,0
137227,0.0,12.44,193,2.59,tuli,875.0,75.13,0
140175,0.0,0.0,121,0.0,vasudev,876.0,94.21,0
30049,0.0,1.68,832,0.72,dasari,876.0,95.79,0
138653,0.0,11.9,521,0.96,vakil,878.0,81.19,0
48408,0.0,13.96,222,12.61,gerona,878.0,64.86,0
2799,0.0,7.56,780,1.15,alvi,878.0,88.21,0
137811,0.0,3.06,229,9.61,uch,879.0,86.03,0
122816,0.52,3.39,4038,0.52,sheth,880.0,93.12000000000000,0
100918,0.0,4.73,1374,3.49,panganiban,881.0,87.12,0
63202,0.0,0.0,136,0.0,itagaki,881.0,88.24,0
109921,0.48,2.34,1453,0.96,raval,882.0,93.87,0
8473,0.0,5.52,145,0.0,baruah,883.0,91.03,0
131295,0.0,6.58,152,0.0,swaroop,883.0,90.79,0
122419,0.0,25.97,154,5.84,shau,883.0,63.64,0
96001,10.13,0.0,829,0.72,ngu,884.0,86.01,0
94353,0.0,6.06,198,8.59,nacionales,884.0,72.22,0
45636,0.0,5.0,400,0.0,fukuhara,884.0,84.0,0
10644,0.0,3.36,149,4.7,beppu,885.0,77.85,0
35621,0.44,3.02,2513,0.24,doshi,885.0,93.99,0
122147,0.91,3.83,549,0.0,shakya,887.0,93.26,0
147585,0.0,31.08,444,3.6,yago,887.0,54.05,0
138627,0.0,2.17,414,0.0,vaidyanathan,887.0,95.89,0
66821,0.0,3.26,184,0.0,kashiwagi,888.0,90.76,0
70742,2.46,38.03,447,0.0,koka,889.0,56.38,0
121162,0.0,2.87,383,0.0,sekar,892.0,93.21,0
147645,0.0,3.94,330,6.97,yamakawa,892.0,79.09,0
82617,0.0,1.84,272,0.0,mahalingam,893.0,95.59,0
46048,0.0,18.75,288,6.6,gaddi,894.0,67.36,0
121768,0.0,3.55,677,0.0,seshadri,895.0,93.21,0
22986,0.0,3.53,510,1.18,chandy,895.0,93.14,0
137090,0.0,6.02,133,3.76,tsuruta,896.0,75.94,0
136758,0.0,25.0,144,0.0,trong,896.0,63.19,0
135177,0.0,6.76,710,3.52,tokunaga,896.0,79.86,0
66606,0.0,13.16,1360,0.44,karki,897.0,82.65,0
73588,0.0,8.42,190,3.68,kurita,897.0,73.68,0
138431,0.0,6.35,252,1.98,usi,897.0,86.11,0
66067,0.0,5.74,122,0.0,kamata,898.0,86.89,0
64221,0.0,2.72,920,0.0,jayaraman,898.0,94.67,0
104150,0.0,0.81,1355,0.37,phuong,899.0,97.56,0
83777,0.0,0.0,194,0.0,manivannan,900.0,100.0,0
94874,6.31,7.5,507,1.58,naseer,900.0,80.87,0
65710,13.99,14.51,193,0.0,kaila,901.0,65.28,0
106648,0.0,13.58,302,24.17,poy,901.0,55.96,0
54642,0.0,31.75,693,2.02,halili,901.0,63.35,0
2368,10.73,5.82,550,0.0,ahamed,902.0,76.18,0
74657,0.0,3.82,497,0.0,lakshmanan,903.0,93.76,0
116155,0.0,7.41,216,0.0,saigal,904.0,85.65,0
66396,4.47,10.57,246,4.88,kapila,906.0,76.83,0
94437,0.0,2.18,505,0.0,nagaraj,908.0,95.25,0
1766,0.0,5.04,139,0.0,alcasid,908.0,87.77,0
62485,0.0,3.1,580,0.86,ijaz,908.0,92.41,0
145234,0.0,4.52,199,0.0,wickramasinghe,908.0,89.95,0
123199,0.0,16.65,913,1.75,shon,909.0,75.68,0
82651,0.0,0.0,116,0.0,mahendran,910.0,93.97,0
23617,3.96,15.24,328,0.0,chetty,911.0,68.9,0
66066,0.0,5.49,583,0.0,kamat,912.0,93.31,0
3117,9.05,10.48,210,20.48,amora,914.0,57.14,0
66760,7.38,37.7,122,0.0,karu,915.0,50.0,0
68377,1.45,5.62,552,1.09,khera,916.0,88.23000000000000,0
64994,6.31,14.41,111,9.01,johari,917.0,57.66,0
96537,0.0,8.2,244,4.1,nishio,917.0,83.2,0
113049,0.0,26.97,178,19.1,roco,919.0,51.12,0
68278,0.71,1.43,981,0.61,khadka,920.0,95.62,0
147680,0.0,6.06,198,0.0,yanagisawa,921.0,82.83,0
67155,0.0,6.95,719,2.36,kawahara,922.0,82.48,0
8418,0.0,16.76,2601,18.26,bartolome,922.0,60.32,0
91788,1.26,2.32,2935,0.85,momin,924.0,93.8,0
149247,0.0,0.0,154,0.0,zeeshan,925.0,92.21,0
67270,0.0,6.31,1284,1.64,kazmi,925.0,87.46,0
50435,3.41,18.94,264,3.79,goli,926.0,70.83,0
106712,0.0,0.97,1029,0.49,prajapati,926.0,96.99,0
11636,0.0,4.48,268,0.0,bhatta,928.0,92.16,0
139430,0.0,6.03,232,28.88,vanga,928.0,62.07,0
88192,2.59,9.69,1929,2.44,meas,928.0,82.89,0
97863,0.0,20.69,116,0.0,ock,929.0,75.86,0
45866,0.0,7.91,430,3.49,furuya,930.0,79.53,0
94777,0.0,1.98,756,0.0,narasimhan,930.0,95.9,0
71956,3.7,39.68,567,0.0,koy,930.0,52.56,0
60877,0.0,3.43,175,3.43,hotta,932.0,85.71,0
133801,0.38,1.68,3157,0.57,thakkar,933.0,95.25,0
88924,0.52,6.81,1528,1.44,memon,933.0,88.02,0
45640,0.0,3.17,631,4.44,fukunaga,934.0,82.09,0
3599,0.0,2.71,812,1.11,anjum,935.0,92.24,0
6826,0.0,6.63,332,0.0,bajpai,936.0,91.87,0
141640,0.84,2.35,1193,1.51,virk,936.0,91.87,0
104132,0.0,2.62,343,4.37,phon,937.0,92.13,0
6891,26.07,9.1,1791,4.58,baksh,937.0,51.09,0
23348,0.0,20.47,171,7.6,cheater,937.0,63.74,0
144998,0.0,14.58,192,2.6,whitehawk,937.0,76.04,0
42750,0.0,4.42,702,1.85,fifita,939.0,82.91,0
83272,0.0,18.51,362,1.93,mallik,940.0,77.62,0
132832,0.0,10.49,143,6.29,tateyama,940.0,66.43,0
133427,0.0,3.55,846,3.78,tep,940.0,89.95,0
132545,0.0,0.0,154,0.0,tanvir,940.0,94.16,0
62072,0.09,0.82,54996,0.67,huynh,941.0,96.7,0
4519,0.0,5.15,136,0.0,arifin,943.0,88.97,0
4948,0.0,2.39,544,0.0,arumugam,943.0,95.77,0
10371,1.44,10.41,557,19.39,benedicto,944.0,63.38,0
91227,0.0,6.53,337,2.97,mizutani,944.0,81.9,0
101979,0.0,3.52,426,0.0,patwardhan,945.0,92.72,0
79568,3.0,18.67,19716,1.36,locklear,945.0,73.01,0
41521,3.93,23.6,178,0.0,fatu,947.0,58.43,0
96908,0.0,0.0,137,0.0,norbu,947.0,96.35,0
122578,0.0,5.69,123,0.0,shehzad,948.0,85.37,0
132055,0.0,21.92,146,3.42,taga,949.0,64.38,0
84088,0.0,5.71,385,0.0,maqsood,949.0,87.53,0
71036,2.68,30.55,635,0.0,konda,949.0,64.72,0
105541,0.0,4.0,175,0.0,pobre,949.0,89.71,0
98962,0.0,2.53,474,0.0,ooi,949.0,93.88,0
40039,0.0,9.36,203,13.3,espanola,952.0,73.89,0
124431,0.0,0.0,162,3.09,siong,953.0,95.68,0
98920,0.0,5.07,217,6.91,onodera,953.0,78.34,0
98910,0.0,3.88,129,3.88,onizuka,953.0,86.82,0
51302,0.0,4.14,290,2.76,govindan,954.0,91.38000000000000,0
82655,0.0,2.29,741,0.81,maheshwari,954.0,95.95,0
94554,0.0,37.16,218,0.0,najeeb,954.0,54.59,0
109791,0.0,12.17,115,0.0,rathnam,954.0,80.0,0
68425,0.0,0.0,243,0.0,khurram,955.0,91.77,0
138456,0.0,2.42,248,0.0,usui,956.0,91.94,0
66259,0.0,4.44,293,6.48,kanemoto,956.0,75.09,0
130447,0.0,7.19,139,0.0,subramanya,957.0,90.65,0
101611,0.12,10.62,4321,6.36,pascua,958.0,73.41000000000000,0
11637,0.0,2.74,620,0.0,bhattacharjee,958.0,94.35,0
29550,1.96,21.01,357,6.72,damo,959.0,60.5,0
130448,0.0,0.0,213,0.0,subramanyam,959.0,100.0,0
132191,0.0,5.7,509,4.72,takeshita,959.0,84.09,0
138256,0.0,18.44,282,9.93,urata,959.0,63.83,0
73616,0.0,7.56,119,0.0,kurosaki,959.0,84.87,0
5114,2.09,6.54,382,0.0,ashfaq,961.0,86.13,0
137092,0.0,9.51,326,6.44,tsutsumi,961.0,74.23,0
96538,0.0,8.36,562,1.42,nishioka,961.0,77.76,0
1563,0.0,4.84,124,0.0,akutagawa,961.0,79.84,0
20026,0.0,18.12,916,4.04,calma,961.0,71.4,0
61216,0.0,0.0,148,0.0,htet,962.0,98.65,0
58701,0.53,7.66,3940,8.17,higa,962.0,70.51,0
126,2.94,6.8,544,5.33,abaya,963.0,76.65,0
23642,0.0,4.3,372,3.76,chey,965.0,86.02,0
63291,0.0,7.08,989,1.82,iwamoto,967.0,79.88,0
98243,0.0,6.93,606,3.8,ohashi,968.0,77.56,0
141358,0.0,3.52,284,22.54,villahermosa,969.0,67.96,0
40343,0.0,3.01,366,0.0,eum,969.0,96.17,0
148135,0.0,0.0,158,8.23,yik,970.0,89.87,0
26101,0.0,5.8,207,22.22,concho,970.0,69.57,0
85511,10.24,11.81,127,6.3,matai,972.0,67.72,0
59334,8.41,18.58,226,0.0,hiu,973.0,58.85,0
63109,0.0,0.0,168,0.0,ishiguro,973.0,92.86,0
35607,0.0,2.3,651,0.0,dosanjh,974.0,95.39,0
99500,0.0,5.56,216,0.0,osawa,974.0,79.63,0
90164,0.0,14.41,118,0.0,mikasa,974.0,72.88,0
29350,0.0,9.54,2096,1.15,dalal,976.0,85.54,0
53406,0.0,6.25,1632,1.59,gulati,977.0,86.95,0
92585,0.0,7.45,711,2.67,morikawa,978.0,78.48,0
122567,0.0,15.71,191,0.0,sheh,978.0,79.06,0
91514,0.0,1.76,455,0.0,mohapatra,978.0,96.7,0
67231,1.43,39.86,419,2.86,kaza,979.0,54.65,0
62481,0.0,3.93,178,0.0,iijima,979.0,88.76,0
51901,17.39,11.3,115,13.04,grecia,979.0,57.39,1
116320,0.0,30.35,402,5.47,salamat,980.0,59.2,0
124570,0.0,27.01,174,0.0,sista,980.0,69.54,0
95126,0.0,2.73,954,7.55,nazareno,982.0,86.06,0
22772,0.0,4.26,1407,1.35,chadha,982.0,89.98,0
148443,2.54,2.54,315,0.0,yuh,984.0,87.62,0
123642,0.69,9.93,1884,1.06,siddiqi,985.0,82.49,0
60421,0.0,4.35,253,3.95,honma,986.0,83.79,0
12134,0.0,5.41,185,0.0,billah,988.0,92.97,0
116114,2.65,10.34,377,0.0,sahi,988.0,80.37,0
85584,1.05,4.64,1618,0.8,mathai,988.0,91.04000000000000,0
98336,0.0,28.78,139,0.0,ojibway,991.0,53.24,0
7259,20.79,6.05,380,2.63,balram,993.0,65.0,0
63627,0.0,1.87,747,0.67,jaiswal,993.0,96.79,0
